card_code,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_sum,segment,gender,date_of_birth,age
2719000311662,46,2,6260.0,2,1,1,211,4,Leaving Customers,Female,,
2719000311686,84,2,5670.0,1,1,1,111,3,Leaving Customers,Female,,
2719000311723,50,5,14780.0,2,1,1,211,4,Leaving Customers,Female,,
2719000311747,148,2,16581.2,1,1,1,111,3,Leaving Customers,Male,1992-11-23,32.0
2719000311761,113,4,18438.58,1,1,1,111,3,Leaving Customers,Female,,
2719000311785,63,2,9104.05,1,1,1,111,3,Leaving Customers,Female,,
2719000311792,117,4,41062.24,1,1,1,111,3,Leaving Customers,Female,,
2719000311860,24,17,47462.0,3,2,1,321,6,Leaving Customers,Female,,
2719000311877,183,1,1833.28,1,1,1,111,3,Leaving Customers,Female,1991-08-26,33.0
2719000311921,51,11,92847.0,2,1,2,212,5,Leaving Customers,Female,,
2719000311938,16,5,7500.0,3,1,1,311,5,Leaving Customers,Female,,
2719000311952,22,5,11370.0,3,1,1,311,5,Leaving Customers,Female,,
2719000311969,8,8,39478.479999999996,4,1,1,411,6,Leaving Customers,Female,,
2719000311976,132,1,1049.3,1,1,1,111,3,Leaving Customers,Female,,
2719000312003,29,26,59184.86,3,2,2,322,7,Potential Loyalists,Female,1978-10-27,46.0
2719000312010,11,7,16166.380000000001,4,1,1,411,6,Leaving Customers,Female,1954-01-03,71.0
2719000312041,123,1,2620.0,1,1,1,111,3,Leaving Customers,Male,,
2719000312058,2,13,31933.28,5,1,1,511,7,Potential Loyalists,Female,,
2719000312065,19,5,21689.56,3,1,1,311,5,Leaving Customers,Female,,
2719000312096,165,2,4900.51,1,1,1,111,3,Leaving Customers,Female,,
2719000312119,10,10,19088.17,4,1,1,411,6,Leaving Customers,Female,,
2719000312126,11,17,18649.3,4,2,1,421,7,Potential Loyalists,Female,,
2719000312133,42,17,72644.88,2,2,2,222,6,Leaving Customers,Female,1959-06-26,65.0
2719000312157,12,1,2830.0,4,1,1,411,6,Leaving Customers,Female,,
2719000312164,2,22,196932.0,5,2,3,523,10,Potential Loyalists,Male,,
2719000312218,90,3,7373.4,1,1,1,111,3,Leaving Customers,Female,,
2719000312225,10,6,25853.66,4,1,1,411,6,Leaving Customers,Female,1970-02-11,55.0
2719000312232,8,10,36110.0,4,1,1,411,6,Leaving Customers,Female,1958-03-26,67.0
2719000312287,10,6,10280.0,4,1,1,411,6,Leaving Customers,Female,,
2719000312294,2,14,86111.3,5,1,2,512,8,Potential Loyalists,Female,,
2719000312317,178,1,6420.0,1,1,1,111,3,Leaving Customers,Female,,
2719000312324,65,2,26800.55,1,1,1,111,3,Leaving Customers,Female,,
2719000312379,5,1,1275.0,4,1,1,411,6,Leaving Customers,Female,,
2719000312386,6,5,12102.8,4,1,1,411,6,Leaving Customers,Female,,
2719000312423,1,87,262050.04,5,4,4,544,13,Champions,Female,,
2719000312454,197,1,180.0,1,1,1,111,3,Leaving Customers,Female,,
2719000312461,119,1,790.0,1,1,1,111,3,Leaving Customers,Female,,
2719000312478,182,1,900.0,1,1,1,111,3,Leaving Customers,Female,1986-12-05,38.0
2719000312492,18,4,14109.98,3,1,1,311,5,Leaving Customers,Female,1975-05-28,49.0
2719000312508,169,2,5713.2,1,1,1,111,3,Leaving Customers,Female,,
2719000312522,142,1,2150.0,1,1,1,111,3,Leaving Customers,Female,,
2719000312546,38,6,26013.3,2,1,1,211,4,Leaving Customers,Female,,
2719000312553,96,1,1620.0,1,1,1,111,3,Leaving Customers,Female,,
2719000312577,65,6,24061.0,1,1,1,111,3,Leaving Customers,Female,,
2719000312591,22,7,69252.5,3,1,2,312,6,Leaving Customers,Female,,
2719000312645,10,3,1510.0,4,1,1,411,6,Leaving Customers,Female,1996-08-18,28.0
2719000312669,57,1,8510.0,2,1,1,211,4,Leaving Customers,Female,,
2719000312676,4,47,195268.47,5,3,3,533,11,Potential Loyalists,Female,1991-01-20,34.0
2719000312713,4,37,127664.95,5,2,3,523,10,Potential Loyalists,Female,,
2719000312737,6,91,112706.34,4,4,3,443,11,Potential Loyalists,Female,,
2719000312775,2,40,133170.74,5,2,3,523,10,Potential Loyalists,Female,,
2719000312782,38,19,19410.440000000002,2,2,1,221,5,Leaving Customers,Female,,
2719000312812,172,1,960.0,1,1,1,111,3,Leaving Customers,,,
2719000312850,1,89,296395.6,5,4,4,544,13,Champions,Female,1969-04-19,56.0
2719000312867,144,2,6540.0,1,1,1,111,3,Leaving Customers,Female,,
2719000312881,20,11,53800.0,3,1,2,312,6,Leaving Customers,Female,,
2719000312904,5,46,87789.82,4,3,2,432,9,Potential Loyalists,Female,1967-03-02,58.0
2719000312935,4,9,33035.47,5,1,1,511,7,Potential Loyalists,Female,1991-08-03,33.0
2719000313000,27,16,14871.32,3,2,1,321,6,Leaving Customers,Male,1968-10-05,56.0
2719000313017,9,12,24069.5,4,1,1,411,6,Leaving Customers,Male,,
2719000313024,15,1,650.0,3,1,1,311,5,Leaving Customers,Female,,
2719000313086,5,44,124894.9,4,3,3,433,10,Potential Loyalists,Female,1977-01-26,48.0
2719000313093,21,5,7934.0,3,1,1,311,5,Leaving Customers,Female,,
2719000313116,56,4,21252.84,2,1,1,211,4,Leaving Customers,Male,1971-11-27,53.0
2719000313147,40,3,13380.0,2,1,1,211,4,Leaving Customers,Female,,
2719000313154,55,2,270.0,2,1,1,211,4,Leaving Customers,Female,,
2719000313161,1,5,31028.940000000002,5,1,1,511,7,Potential Loyalists,Female,1974-12-28,50.0
2719000313178,4,26,64459.96,5,2,2,522,9,Potential Loyalists,Female,,
2719000313215,122,1,9583.68,1,1,1,111,3,Leaving Customers,Female,,
2719000313222,122,1,11134.8,1,1,1,111,3,Leaving Customers,Female,,
2719000313239,52,6,14450.0,2,1,1,211,4,Leaving Customers,Female,,
2719000313246,5,24,45219.28,4,2,1,421,7,Potential Loyalists,Female,1996-09-28,28.0
2719000313253,128,6,34000.28,1,1,1,111,3,Leaving Customers,Female,,
2719000313284,12,3,5019.3,4,1,1,411,6,Leaving Customers,Female,,
2719000313291,28,5,5616.1,3,1,1,311,5,Leaving Customers,Female,,
2719000313321,11,32,61154.36,4,2,2,422,8,Potential Loyalists,Female,1959-01-02,66.0
2719000313345,4,55,311446.28,5,3,5,535,13,Potential Loyalists,Female,,
2719000313376,4,25,70407.4,5,2,2,522,9,Potential Loyalists,Female,1983-12-17,41.0
2719000313390,29,14,75488.74,3,1,2,312,6,Leaving Customers,Female,,
2719000313413,70,1,4730.0,1,1,1,111,3,Leaving Customers,Female,,
2719000313437,64,4,24840.0,1,1,1,111,3,Leaving Customers,Female,,
2719000313444,133,1,11560.0,1,1,1,111,3,Leaving Customers,Female,,
2719000313451,4,32,68762.31999999999,5,2,2,522,9,Potential Loyalists,Female,,
2719000313468,15,2,18810.0,3,1,1,311,5,Leaving Customers,Female,,
2719000313475,42,3,11740.62,2,1,1,211,4,Leaving Customers,Female,1979-10-12,45.0
2719000313482,48,4,10740.31,2,1,1,211,4,Leaving Customers,Male,1949-01-20,76.0
2719000313499,12,3,13680.6,4,1,1,411,6,Leaving Customers,Female,,
2719000313505,43,18,44991.46,2,2,1,221,5,Leaving Customers,Female,,
2719000313567,32,5,12300.0,2,1,1,211,4,Leaving Customers,,,
2719000313581,5,22,59603.83,4,2,2,422,8,Potential Loyalists,Female,,
2719000313598,5,40,121018.78,4,2,3,423,9,Potential Loyalists,Female,,
2719000313604,8,21,83801.78,4,2,2,422,8,Potential Loyalists,Female,1961-10-23,63.0
2719000313611,6,16,8172.07,4,2,1,421,7,Potential Loyalists,Female,1958-03-21,67.0
2719000313628,9,21,96755.15,4,2,2,422,8,Potential Loyalists,,,
2719000313635,6,30,111048.18,4,2,3,423,9,Potential Loyalists,,,
2719000313642,2,1,50.0,5,1,1,511,7,Potential Loyalists,Female,,
2719000313666,125,1,6260.0,1,1,1,111,3,Leaving Customers,Female,,
2719000313673,6,40,209678.35,4,2,4,424,10,Potential Loyalists,Female,,
2719000313697,34,6,33487.450000000004,2,1,1,211,4,Leaving Customers,Female,,
2719000313727,13,11,23299.46,4,1,1,411,6,Leaving Customers,Female,,
2719000313758,15,17,51749.56,3,2,2,322,7,Potential Loyalists,Female,,
2719000313765,23,4,6193.5,3,1,1,311,5,Leaving Customers,Female,,
2719000313796,38,5,20950.14,2,1,1,211,4,Leaving Customers,Female,1992-03-02,33.0
2719000313802,26,5,17888.32,3,1,1,311,5,Leaving Customers,Female,,
2719000313826,129,1,3653.4,1,1,1,111,3,Leaving Customers,Female,1971-02-13,54.0
2719000313833,118,1,4946.96,1,1,1,111,3,Leaving Customers,Female,,
2719000313857,25,3,4343.88,3,1,1,311,5,Leaving Customers,Female,,
2719000313864,14,14,40586.0,4,1,1,411,6,Leaving Customers,Female,,
2719000313871,32,20,31658.5,2,2,1,221,5,Leaving Customers,Female,,
2719000313895,35,7,40193.1,2,1,1,211,4,Leaving Customers,Female,,
2719000313901,76,43,123574.82,1,3,3,133,7,Leaving Customers,Female,1972-08-24,52.0
2719000313918,1,9,68021.52,5,1,2,512,8,Potential Loyalists,Female,,
2719000313925,1,2,6657.0,5,1,1,511,7,Potential Loyalists,Female,,
2719000313949,11,16,34582.94,4,2,1,421,7,Potential Loyalists,Female,,
2719000313963,11,9,30676.2,4,1,1,411,6,Leaving Customers,Female,1952-01-08,73.0
2719000313987,4,10,41615.58,5,1,1,511,7,Potential Loyalists,Female,1975-12-05,49.0
2719000313994,3,18,29331.04,5,2,1,521,8,Potential Loyalists,Female,1972-09-03,52.0
2719000314007,7,27,130344.64,4,2,3,423,9,Potential Loyalists,Male,,
2719000314021,6,20,62427.88,4,2,2,422,8,Potential Loyalists,,,
2719000314045,105,1,4890.0,1,1,1,111,3,Leaving Customers,Female,,
2719000314052,83,2,19005.0,1,1,1,111,3,Leaving Customers,Male,,
2719000314083,29,2,11897.04,3,1,1,311,5,Leaving Customers,,,
2719000314106,6,4,12401.9,4,1,1,411,6,Leaving Customers,Female,,
2719000314113,51,4,38779.86,2,1,1,211,4,Leaving Customers,Female,,
2719000314182,136,10,15255.8,1,1,1,111,3,Leaving Customers,Female,1993-08-02,31.0
2719000314205,11,10,52800.72,4,1,2,412,7,Potential Loyalists,Female,,
2719000314212,20,1,1940.0,3,1,1,311,5,Leaving Customers,Female,,
2719000314236,126,1,8140.0,1,1,1,111,3,Leaving Customers,Female,,
2719000314250,11,25,27294.8,4,2,1,421,7,Potential Loyalists,Female,,
2719000314267,105,1,900.0,1,1,1,111,3,Leaving Customers,Female,1988-05-22,36.0
2719000314274,33,1,2060.0,2,1,1,211,4,Leaving Customers,Female,1959-08-23,65.0
2719000314281,2,45,199879.31,5,3,3,533,11,Potential Loyalists,Female,1976-02-01,49.0
2719000314298,8,12,29802.9,4,1,1,411,6,Leaving Customers,Female,,
2719000314311,60,2,2005.6,1,1,1,111,3,Leaving Customers,Female,,
2719000314342,1,51,34716.73,5,3,1,531,9,Potential Loyalists,Female,1990-10-31,34.0
2719000314380,4,20,18259.5,5,2,1,521,8,Potential Loyalists,Female,1996-12-10,28.0
2719000314403,4,12,13399.66,5,1,1,511,7,Potential Loyalists,Female,1989-11-23,35.0
2719000314410,70,5,11954.58,1,1,1,111,3,Leaving Customers,Female,1967-08-10,57.0
2719000314427,25,3,6480.0,3,1,1,311,5,Leaving Customers,Female,,
2719000314434,155,1,1840.0,1,1,1,111,3,Leaving Customers,Female,1982-02-16,43.0
2719000314441,1,59,214701.5,5,3,4,534,12,Potential Loyalists,Female,1980-02-22,45.0
2719000314458,72,3,33411.58,1,1,1,111,3,Leaving Customers,,,
2719000314465,6,5,55870.11,4,1,2,412,7,Potential Loyalists,Female,1975-06-03,49.0
2719000314472,3,19,76256.03,5,2,2,522,9,Potential Loyalists,Female,1956-07-10,68.0
2719000314489,1,43,124777.03,5,3,3,533,11,Potential Loyalists,Female,,
2719000314502,9,7,40303.8,4,1,1,411,6,Leaving Customers,Female,,
2719000314564,19,10,23141.5,3,1,1,311,5,Leaving Customers,,,
2719000314571,26,9,21270.0,3,1,1,311,5,Leaving Customers,Female,1976-09-23,48.0
2719000314588,20,7,13720.0,3,1,1,311,5,Leaving Customers,Female,,
2719000314601,7,2,5480.0,4,1,1,411,6,Leaving Customers,Female,,
2719000314618,54,1,2305.9,2,1,1,211,4,Leaving Customers,Female,,
2719000314625,5,19,51219.61,4,2,2,422,8,Potential Loyalists,Female,,
2719000314656,10,10,16998.2,4,1,1,411,6,Leaving Customers,,,
2719000314670,191,2,5750.0,1,1,1,111,3,Leaving Customers,Female,1947-02-23,78.0
2719000314724,46,5,6157.88,2,1,1,211,4,Leaving Customers,Female,,
2719000314731,3,12,75246.24,5,1,2,512,8,Potential Loyalists,Female,,
2719000314748,31,3,24600.0,2,1,1,211,4,Leaving Customers,Female,,
2719000314755,16,3,13721.94,3,1,1,311,5,Leaving Customers,Female,,
2719000314786,12,15,56340.38,4,1,2,412,7,Potential Loyalists,Female,,
2719000314793,165,5,18535.46,1,1,1,111,3,Leaving Customers,Female,,
2719000314861,11,3,4170.0,4,1,1,411,6,Leaving Customers,Female,,
2719000314878,128,2,1000.0,1,1,1,111,3,Leaving Customers,Female,1954-07-14,70.0
2719000314885,8,53,41502.82,4,3,1,431,8,Potential Loyalists,Female,,
2719000314908,15,5,12050.58,3,1,1,311,5,Leaving Customers,Female,,
2719000314953,32,4,11643.64,2,1,1,211,4,Leaving Customers,Female,,
2719000314991,33,6,11460.0,2,1,1,211,4,Leaving Customers,Female,,
2719000315011,106,4,4686.1,1,1,1,111,3,Leaving Customers,Female,,
2719000315028,18,26,62608.479999999996,3,2,2,322,7,Potential Loyalists,Female,,
2719000315035,18,5,9145.0,3,1,1,311,5,Leaving Customers,,,
2719000315042,9,5,35480.0,4,1,1,411,6,Leaving Customers,,,
2719000315059,22,34,87833.42,3,2,2,322,7,Potential Loyalists,Female,,
2719000315097,89,10,46025.0,1,1,1,111,3,Leaving Customers,,,
2719000315134,21,16,161537.8,3,2,3,323,8,Potential Loyalists,Female,1954-12-03,70.0
2719000315141,57,3,6800.0,2,1,1,211,4,Leaving Customers,Female,,
2719000315158,48,2,20330.0,2,1,1,211,4,Leaving Customers,Female,,
2719000315165,33,8,13111.3,2,1,1,211,4,Leaving Customers,Female,,
2719000315172,23,9,18016.14,3,1,1,311,5,Leaving Customers,Female,,
2719000315189,96,6,19312.02,1,1,1,111,3,Leaving Customers,Female,1967-12-19,57.0
2719000315226,12,16,35012.96,4,2,1,421,7,Potential Loyalists,Female,,
2719000315233,11,14,22186.8,4,1,1,411,6,Leaving Customers,Female,1988-01-12,37.0
2719000315240,95,8,23095.0,1,1,1,111,3,Leaving Customers,Male,,
2719000315257,81,1,450.0,1,1,1,111,3,Leaving Customers,Female,,
2719000315264,1,6,16525.02,5,1,1,511,7,Potential Loyalists,Female,1971-06-09,53.0
2719000315271,8,7,49695.2,4,1,1,411,6,Leaving Customers,Female,1970-11-18,54.0
2719000315295,3,64,106071.65,5,3,3,533,11,Potential Loyalists,Female,,
2719000315318,3,8,27972.0,5,1,1,511,7,Potential Loyalists,Female,,
2719000315325,143,6,21306.9,1,1,1,111,3,Leaving Customers,Female,,
2719000315332,182,1,3878.0,1,1,1,111,3,Leaving Customers,Female,1977-09-28,47.0
2719000315363,101,8,25477.6,1,1,1,111,3,Leaving Customers,Female,,
2719000315370,87,2,11129.0,1,1,1,111,3,Leaving Customers,Female,,
2719000315394,111,2,2730.0,1,1,1,111,3,Leaving Customers,Male,,
2719000315417,61,3,3690.0,1,1,1,111,3,Leaving Customers,Female,,
2719000315455,1,12,50797.28,5,1,2,512,8,Potential Loyalists,Male,1981-04-29,43.0
2719000315479,18,18,121370.01,3,2,3,323,8,Potential Loyalists,Female,,
2719000315486,126,2,3851.5,1,1,1,111,3,Leaving Customers,Female,2001-06-20,23.0
2719000315509,17,12,45485.0,3,1,1,311,5,Leaving Customers,,,
2719000315523,15,8,33119.76,3,1,1,311,5,Leaving Customers,Female,,
2719000315554,10,16,107574.46,4,2,3,423,9,Potential Loyalists,Female,,
2719000315592,174,1,5064.49,1,1,1,111,3,Leaving Customers,Female,,
2719000315615,1,18,42586.979999999996,5,2,1,521,8,Potential Loyalists,Female,1996-12-13,28.0
2719000315622,12,21,61980.1,4,2,2,422,8,Potential Loyalists,Female,1997-07-24,27.0
2719000315653,19,16,127106.56,3,2,3,323,8,Potential Loyalists,Female,1988-02-29,37.0
2719000315677,65,3,13849.76,1,1,1,111,3,Leaving Customers,Female,,
2719000315714,3,9,9413.6,5,1,1,511,7,Potential Loyalists,Female,,
2719000315776,136,1,1380.0,1,1,1,111,3,Leaving Customers,Female,,
2719000315790,23,5,24070.0,3,1,1,311,5,Leaving Customers,Female,,
2719000315806,31,2,7070.0,2,1,1,211,4,Leaving Customers,Female,,
2719000315820,183,1,442.8,1,1,1,111,3,Leaving Customers,,,
2719000315837,25,11,24264.0,3,1,1,311,5,Leaving Customers,,,
2719000315844,1,5,8510.0,5,1,1,511,7,Potential Loyalists,Female,,
2719000315868,1,12,27676.84,5,1,1,511,7,Potential Loyalists,Female,,
2719000315875,34,1,7670.0,2,1,1,211,4,Leaving Customers,Female,,
2719000315905,19,30,36155.61,3,2,1,321,6,Leaving Customers,Female,,
2719000315912,2,13,21564.11,5,1,1,511,7,Potential Loyalists,Female,,
2719000315929,68,19,62250.56,1,2,2,122,5,Leaving Customers,,,
2719000315950,13,22,23212.2,4,2,1,421,7,Potential Loyalists,,,
2719000315967,12,12,59292.9,4,1,2,412,7,Potential Loyalists,Female,,
2719000315981,6,15,78245.3,4,1,2,412,7,Potential Loyalists,,,
2719000315998,42,3,910.0,2,1,1,211,4,Leaving Customers,Female,,
2719000316001,167,1,5370.0,1,1,1,111,3,Leaving Customers,,,
2719000316018,46,4,7350.0,2,1,1,211,4,Leaving Customers,,,
2719000316032,54,5,16990.0,2,1,1,211,4,Leaving Customers,,,
2719000316049,2,6,27974.74,5,1,1,511,7,Potential Loyalists,Female,1995-08-24,29.0
2719000316056,15,3,11915.0,3,1,1,311,5,Leaving Customers,Female,1960-08-07,64.0
2719000316087,6,1,3320.0,4,1,1,411,6,Leaving Customers,,,
2719000316117,120,4,2445.98,1,1,1,111,3,Leaving Customers,Female,1960-03-20,65.0
2719000316124,59,1,1690.0,2,1,1,211,4,Leaving Customers,Female,1993-03-16,32.0
2719000316162,179,1,10664.02,1,1,1,111,3,Leaving Customers,,,
2719000316216,158,1,2450.0,1,1,1,111,3,Leaving Customers,Female,1982-07-06,42.0
2719000316247,107,4,29820.64,1,1,1,111,3,Leaving Customers,Female,,
2719000316278,90,4,29560.0,1,1,1,111,3,Leaving Customers,Female,1988-08-10,36.0
2719000316285,197,1,300.0,1,1,1,111,3,Leaving Customers,Female,,
2719000316315,28,11,87276.67,3,1,2,312,6,Leaving Customers,Female,1957-02-23,68.0
2719000316339,4,6,14070.0,5,1,1,511,7,Potential Loyalists,,,
2719000316384,13,1,2755.0,4,1,1,411,6,Leaving Customers,Female,,
2719000316414,31,10,17418.2,2,1,1,211,4,Leaving Customers,Female,2022-01-09,3.0
2719000316438,44,2,2684.02,2,1,1,211,4,Leaving Customers,Female,,
2719000316445,36,3,5335.0,2,1,1,211,4,Leaving Customers,Female,,
2719000316476,1,23,28768.82,5,2,1,521,8,Potential Loyalists,,,
2719000316483,20,23,79292.69,3,2,2,322,7,Potential Loyalists,Female,,
2719000316513,3,39,109059.48,5,2,3,523,10,Potential Loyalists,Female,1990-03-31,35.0
2719000316537,17,3,45082.100000000006,3,1,1,311,5,Leaving Customers,Female,1983-02-01,42.0
2719000316629,24,7,45329.0,3,1,1,311,5,Leaving Customers,Female,,
2719000316667,74,5,20146.739999999998,1,1,1,111,3,Leaving Customers,Female,,
2719000316704,6,42,426179.42000000004,4,3,5,435,12,Potential Loyalists,Female,2003-05-05,21.0
2719000316711,4,170,356281.6,5,5,5,555,15,Champions,Male,,
2719000316728,4,39,121192.23,5,2,3,523,10,Potential Loyalists,Female,,
2719000316834,184,1,7960.0,1,1,1,111,3,Leaving Customers,Female,2003-08-09,21.0
2719000316872,31,5,21177.280000000002,2,1,1,211,4,Leaving Customers,Female,1972-07-03,52.0
2719000316896,1,53,158093.22,5,3,3,533,11,Potential Loyalists,Female,,
2719000316933,81,6,21554.82,1,1,1,111,3,Leaving Customers,Female,1972-08-06,52.0
2719000316988,14,26,93249.48,4,2,2,422,8,Potential Loyalists,Female,,
2719000316995,144,1,8260.0,1,1,1,111,3,Leaving Customers,Female,1963-10-28,61.0
2719000317022,6,50,118088.45,4,3,3,433,10,Potential Loyalists,Female,,
2719000317084,6,29,65148.32,4,2,2,422,8,Potential Loyalists,Female,,
2719000317114,107,2,10243.16,1,1,1,111,3,Leaving Customers,Female,,
2719000317121,25,4,26091.08,3,1,1,311,5,Leaving Customers,Female,,
2719000317145,7,38,146723.66,4,2,3,423,9,Potential Loyalists,Female,1986-06-11,38.0
2719000317169,107,4,12345.96,1,1,1,111,3,Leaving Customers,Female,,
2719000317176,11,15,57880.18,4,1,2,412,7,Potential Loyalists,Female,,
2719000317213,6,3,7228.0,4,1,1,411,6,Leaving Customers,Female,,
2719000317220,170,2,13303.8,1,1,1,111,3,Leaving Customers,Female,,
2719000317244,6,79,249901.0,4,4,4,444,12,Loyal Customers,Female,,
2719000317268,14,4,14580.0,4,1,1,411,6,Leaving Customers,Female,,
2719000317305,37,4,13752.6,2,1,1,211,4,Leaving Customers,Female,1967-02-02,58.0
2719000317336,111,3,3032.58,1,1,1,111,3,Leaving Customers,Female,,
2719000317350,7,12,28516.33,4,1,1,411,6,Leaving Customers,Female,1986-08-31,38.0
2719000317367,8,13,47327.020000000004,4,1,1,411,6,Leaving Customers,Female,,
2719000317374,2,36,77128.97,5,2,2,522,9,Potential Loyalists,Female,,
2719000317381,10,18,28677.48,4,2,1,421,7,Potential Loyalists,Female,1949-09-05,75.0
2719000317398,3,11,13838.6,5,1,1,511,7,Potential Loyalists,,,
2719000317404,90,2,6400.0,1,1,1,111,3,Leaving Customers,Female,,
2719000317442,152,2,6985.58,1,1,1,111,3,Leaving Customers,Female,,
2719000317466,2,31,147192.84,5,2,3,523,10,Potential Loyalists,Female,1977-08-06,47.0
2719000317602,162,1,5213.08,1,1,1,111,3,Leaving Customers,Female,,
2719000317640,110,2,11780.0,1,1,1,111,3,Leaving Customers,Female,,
2719000317657,6,7,15384.24,4,1,1,411,6,Leaving Customers,Female,1958-01-10,67.0
2719000317671,11,8,25102.440000000002,4,1,1,411,6,Leaving Customers,Female,,
2719000317695,131,3,31272.8,1,1,1,111,3,Leaving Customers,,,
2719000317701,55,1,1060.88,2,1,1,211,4,Leaving Customers,Female,,
2719000317725,15,4,25845.760000000002,3,1,1,311,5,Leaving Customers,,,
2719000317732,5,10,42669.36,4,1,1,411,6,Leaving Customers,,,
2719000317749,111,2,1100.0,1,1,1,111,3,Leaving Customers,,,
2719000317787,63,11,29437.27,1,1,1,111,3,Leaving Customers,Female,,
2719000317794,78,1,350.0,1,1,1,111,3,Leaving Customers,Female,,
2719000317831,112,2,18847.52,1,1,1,111,3,Leaving Customers,,,
2719000317855,1,3,5878.7,5,1,1,511,7,Potential Loyalists,Female,,
2719000317862,42,6,8880.0,2,1,1,211,4,Leaving Customers,Female,1984-12-09,40.0
2719000317879,20,16,99234.58,3,2,2,322,7,Potential Loyalists,,,
2719000317893,6,19,42137.34,4,2,1,421,7,Potential Loyalists,,,
2719000317909,195,1,3156.21,1,1,1,111,3,Leaving Customers,Female,,
2719000317923,156,1,21650.0,1,1,1,111,3,Leaving Customers,Female,,
2719000317930,9,18,72198.28,4,2,2,422,8,Potential Loyalists,Female,,
2719000318012,35,4,13620.92,2,1,1,211,4,Leaving Customers,Female,,
2719000318029,132,1,297.5,1,1,1,111,3,Leaving Customers,Female,1990-12-09,34.0
2719000318036,7,7,20487.84,4,1,1,411,6,Leaving Customers,Female,,
2719000318043,169,1,1915.0,1,1,1,111,3,Leaving Customers,Female,,
2719000318074,4,40,74020.28,5,2,2,522,9,Potential Loyalists,Female,,
2719000318128,53,27,135978.49,2,2,3,223,7,Leaving Customers,Female,,
2719000318159,121,3,8210.76,1,1,1,111,3,Leaving Customers,Female,,
2719000318180,26,19,72372.66,3,2,2,322,7,Potential Loyalists,Female,,
2719000318227,3,41,75696.65,5,3,2,532,10,Potential Loyalists,Female,,
2719000318258,152,1,760.0,1,1,1,111,3,Leaving Customers,Female,1966-07-08,58.0
2719000318289,112,2,8654.84,1,1,1,111,3,Leaving Customers,Female,1977-07-30,47.0
2719000318319,5,7,33126.78,4,1,1,411,6,Leaving Customers,Female,1960-10-06,64.0
2719000318333,77,4,36679.96,1,1,1,111,3,Leaving Customers,Female,,
2719000318364,18,17,28132.3,3,2,1,321,6,Leaving Customers,,,
2719000318388,18,3,16728.739999999998,3,1,1,311,5,Leaving Customers,Female,,
2719000318401,1,2,6227.0,5,1,1,511,7,Potential Loyalists,Female,1988-03-21,37.0
2719000318432,23,3,8658.36,3,1,1,311,5,Leaving Customers,Female,,
2719000318449,58,2,2460.0,2,1,1,211,4,Leaving Customers,Female,1957-03-20,68.0
2719000318463,5,6,7409.570000000001,4,1,1,411,6,Leaving Customers,Female,2003-08-08,21.0
2719000318470,1,31,162003.13999999998,5,2,3,523,10,Potential Loyalists,Female,,
2719000318487,20,15,33492.66,3,1,1,311,5,Leaving Customers,Female,,
2719000318494,111,1,28300.72,1,1,1,111,3,Leaving Customers,Male,,
2719000318500,21,8,11651.82,3,1,1,311,5,Leaving Customers,Female,1962-03-03,63.0
2719000318517,4,17,90006.94,5,2,2,522,9,Potential Loyalists,Female,1961-03-06,64.0
2719000318531,73,2,5670.82,1,1,1,111,3,Leaving Customers,Female,,
2719000318630,25,6,13462.619999999999,3,1,1,311,5,Leaving Customers,Female,,
2719000318692,31,6,14725.45,2,1,1,211,4,Leaving Customers,Female,,
2719000318746,59,6,7789.02,2,1,1,211,4,Leaving Customers,Female,,
2719000318753,8,12,22446.690000000002,4,1,1,411,6,Leaving Customers,Female,,
2719000318777,32,9,19825.0,2,1,1,211,4,Leaving Customers,Female,1969-10-21,55.0
2719000318791,110,3,11320.0,1,1,1,111,3,Leaving Customers,Male,1953-08-08,71.0
2719000318814,102,1,10800.0,1,1,1,111,3,Leaving Customers,Female,1980-11-26,44.0
2719000318838,1,20,28199.36,5,2,1,521,8,Potential Loyalists,Female,1978-08-12,46.0
2719000318845,188,1,2980.0,1,1,1,111,3,Leaving Customers,Female,,
2719000318852,4,4,50250.0,5,1,2,512,8,Potential Loyalists,Male,1990-10-31,34.0
2719000318883,47,2,6380.0,2,1,1,211,4,Leaving Customers,Female,,
2719000318890,22,3,2630.0,3,1,1,311,5,Leaving Customers,Female,,
2719000318906,7,6,5400.0,4,1,1,411,6,Leaving Customers,Female,1951-11-04,73.0
2719000318920,94,1,1179.08,1,1,1,111,3,Leaving Customers,Female,,
2719000318951,7,29,54754.18,4,2,2,422,8,Potential Loyalists,Female,,
2719000318975,136,2,5700.0,1,1,1,111,3,Leaving Customers,Female,,
2719000319002,78,2,10373.68,1,1,1,111,3,Leaving Customers,Female,1971-03-12,54.0
2719000319033,59,4,27175.0,2,1,1,211,4,Leaving Customers,Female,,
2719000319057,72,1,5560.0,1,1,1,111,3,Leaving Customers,Female,,
2719000319088,170,2,3705.0,1,1,1,111,3,Leaving Customers,Female,1966-07-27,58.0
2719000319149,6,9,14204.48,4,1,1,411,6,Leaving Customers,Female,,
2719000319163,191,1,800.0,1,1,1,111,3,Leaving Customers,Female,,
2719000319170,83,1,1657.2,1,1,1,111,3,Leaving Customers,Female,1999-10-20,25.0
2719000319200,41,8,32463.0,2,1,1,211,4,Leaving Customers,Female,,
